#taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	domain
1576369	core	Planctomicrobium piriforme	Planctomicrobium piriforme	Bacteria
1576480	periphery	candidate division WWE3 bacterium CSP17	candidate division WWE3 bacterium CSP1-7	Bacteria
1576605	periphery	Streptomyces sp. 150FB	Streptomyces sp. 150FB	Bacteria
1577051	periphery	Thermus sp. 29	Thermus sp. 2.9	Bacteria
1577075	periphery	Streptomyces sp. PBH53	Streptomyces sp. PBH53	Bacteria
1577474	core	Raineyella antarctica	Raineyella antarctica	Bacteria
1577588	periphery	Streptomyces sp. JHA19	Streptomyces sp. JHA19	Bacteria
1577684	periphery	Nanopusillus acidilobi	Candidatus Nanopusillus acidilobi	Archaea
1577686	core	Silvibacterium bohemicum	Silvibacterium bohemicum	Bacteria
1577687	periphery	Terracidiphilus gabretensis	Terracidiphilus gabretensis	Bacteria
1577791	periphery	Methanoplasma termitum	Candidatus Methanoplasma termitum	Archaea
1577792	periphery	Terrisporobacter othiniensis	Terrisporobacter othiniensis	Bacteria
1577895	periphery	Leisingera sp. ANGM1	Leisingera sp. ANG-M1	Bacteria
1577896	periphery	Leisingera sp. ANGVp	Leisingera sp. ANG-Vp	Bacteria
1577902	periphery	Leisingera sp. ANGM7	Leisingera sp. ANG-M7	Bacteria
1577903	periphery	Ruegeria sp. ANGR	Ruegeria sp. ANG-R	Bacteria
1577904	periphery	Ruegeria sp. ANGS4	Ruegeria sp. ANG-S4	Bacteria
1577905	periphery	Tateyamaria sp. ANGS1	Tateyamaria sp. ANG-S1	Bacteria
1578165	periphery	Mycobacteroides saopaulense	Mycobacteroides saopaulense	Bacteria
1578720	periphery	Helicobacter ailurogastricus	Helicobacter ailurogastricus	Bacteria
1579316	periphery	Halocynthiibacter arcticus	Halocynthiibacter arcticus	Bacteria
1579343	periphery	Streptococcus sp. 263SSPC	Streptococcus sp. 263_SSPC	Bacteria
1579367	periphery	archaeon GW2011AR5	archaeon GW2011_AR5	Archaea
1579370	periphery	archaeon GW2011AR10	archaeon GW2011_AR10	Archaea
1579373	core	archaeon GW2011AR15	archaeon GW2011_AR15	Archaea
1579376	periphery	archaeon GW2011AR18	archaeon GW2011_AR18	Archaea
1579378	periphery	archaeon GW2011AR20	archaeon GW2011_AR20	Archaea
1579424	periphery	Streptococcus azizii	Streptococcus azizii	Bacteria
1579979	core	Wenzhouxiangella marina	Wenzhouxiangella marina	Bacteria
1580092	periphery	Nitrosopumilus adriaticus	Nitrosopumilus adriaticus	Archaea
1581011	periphery	Sulfurospirillum sp. UCH001	Sulfurospirillum sp. UCH001	Bacteria
1581038	periphery	Bacillus sp. FJAT22090	Bacillus sp. FJAT-22090	Bacteria
1581050	periphery	Corynebacterium sp. HMSC04H06	Corynebacterium sp. HMSC04H06	Bacteria
1581066	periphery	Corynebacterium sp. HMSC28B08	Corynebacterium sp. HMSC28B08	Bacteria
1581069	periphery	Corynebacterium sp. HMSC29G08	Corynebacterium sp. HMSC29G08	Bacteria
1581089	periphery	Corynebacterium sp. HMSC11E11	Corynebacterium sp. HMSC11E11	Bacteria
1581129	periphery	Aerococcus sp. HMSC06H08	Aerococcus sp. HMSC06H08	Bacteria
1581143	periphery	Arthrobacter sp. HMSC08H08	Arthrobacter sp. HMSC08H08	Bacteria
1581420	periphery	Erythrobacter luteus	Erythrobacter luteus	Bacteria
1581557	periphery	Methylopumilus planktonicus	Candidatus Methylopumilus planktonicus	Bacteria
1581680	periphery	Methylopumilus turicensis	Candidatus Methylopumilus turicensis	Bacteria
1582223	periphery	Sporosarcina sp. ZBG7A	Sporosarcina sp. ZBG7A	Bacteria
1582439	periphery	Nitrosopumilus piranensis	Nitrosopumilus piranensis	Archaea
1583099	periphery	Xanthomonas sp. GPE39	Xanthomonas sp. GPE 39	Bacteria
1585697	periphery	Agrobacterium arsenijevicii	Agrobacterium arsenijevicii	Bacteria
1585974	core	Beduini massiliensis	Beduini massiliensis	Bacteria
1586267	core	Apibacter mensalis	Apibacter mensalis	Bacteria
1586287	periphery	Lentzea guizhouensis	Lentzea guizhouensis	Bacteria
1586708	periphery	Pandoraea sp. ISTKB	Pandoraea sp. ISTKB	Bacteria
1587527	periphery	Domibacillus tundrae	Domibacillus tundrae	Bacteria
1588023	periphery	Arthrobacter sp. Hiyo8	Arthrobacter sp. Hiyo8	Bacteria
1588748	core	Veillonellaceae bacterium KA00182	Veillonellaceae bacterium KA00182	Bacteria
1588750	periphery	Clostridiales bacterium KA00134	Clostridiales bacterium KA00134	Bacteria
1588751	periphery	Tissierellia bacterium KA00581	Tissierellia bacterium KA00581	Bacteria
1588753	core	Coriobacteriales bacterium DNF00809	Coriobacteriales bacterium DNF00809	Bacteria
1588754	periphery	Veillonellaceae bacterium DNF00626	Veillonellaceae bacterium DNF00626	Bacteria
1588755	periphery	Parvimonas sp. KA00067	Parvimonas sp. KA00067	Bacteria
1590651	periphery	Paenibacillus sp. VKMB2647	Paenibacillus sp. VKM B-2647	Bacteria
1590841	periphery	Actinidia chinensis	Actinidia chinensis var. chinensis	Eukaryotes
1591054	periphery	Thermococcus sp. EP1	Thermococcus sp. EP1	Archaea
1591088	periphery	Helicobacter himalayensis	Helicobacter himalayensis	Bacteria
1592317	core	Desulfoplanes formicivorans	Desulfoplanes formicivorans	Bacteria
1592790	periphery	Sphingobium phenoxybenzoativorans	Sphingobium phenoxybenzoativorans	Bacteria
1592897	core	Coxiellalike endosymbiont	Coxiella-like endosymbiont	Bacteria
1594576	periphery	Mastigocladus laminosus	Mastigocladus laminosus UU774	Bacteria
1594731	periphery	Westeberhardia cardiocondylae	Candidatus Westeberhardia cardiocondylae	Bacteria
1597955	periphery	Limnohabitans sp. DM1	Limnohabitans sp. DM1	Bacteria
1601833	core	Salipaludibacillus aurantiacus	Salipaludibacillus aurantiacus	Bacteria
1602171	periphery	Prevotella sp. P5119	Prevotella sp. P5-119	Bacteria
1603038	periphery	Vibrio sp. qd031	Vibrio sp. qd031	Bacteria
1603293	periphery	Flavobacterium sp. 316	Flavobacterium sp. 316	Bacteria
1603295	core	fungal sp. No11243	fungal sp. No.11243	Eukaryotes
1603299	periphery	Erwinia sp. ErVv1	Erwinia sp. ErVv1	Bacteria
1603555	periphery	Nitrosotenuis cloacae	Candidatus Nitrosotenuis cloacae	Archaea
1603606	periphery	Desulfuromonas soudanensis	Desulfuromonas soudanensis	Bacteria
1603886	periphery	Bifidobacterium lemurum	Bifidobacterium lemurum	Bacteria
1603888	periphery	Megasphaera sp. MJR8396C	Megasphaera sp. MJR8396C	Bacteria
1603897	periphery	Erythrobacter sp. SG611L	Erythrobacter sp. SG61-1L	Bacteria
1604004	periphery	Halanaeroarchaeum sulfurireducens	Halanaeroarchaeum sulfurireducens	Archaea
1604334	periphery	Lysobacter tolerans	Lysobacter tolerans	Bacteria
1604354	periphery	Mannheimia massilioguelmaensis	Mannheimia massilioguelmaensis	Bacteria
1605283	periphery	alpha proteobacterium U91i	alpha proteobacterium U9-1i	Bacteria
1605367	core	Jiulongibacter sediminis	Jiulongibacter sediminis	Bacteria
1605376	periphery	Clostridiales bacterium PH28bin88	Clostridiales bacterium PH28_bin88	Bacteria
1605993	periphery	Wolbachia endosymbiont of Dactylopius	Wolbachia endosymbiont of Dactylopius coccus	Bacteria
1608357	periphery	Pseudomonas sp. LFM046	Pseudomonas sp. LFM046	Bacteria
1608454	periphery	Sinocyclocheilus anshuiensis	Sinocyclocheilus anshuiensis	Eukaryotes
1608473	periphery	Acinetobacter sp. NCu2D2	Acinetobacter sp. NCu2D-2	Bacteria
1608583	periphery	Streptococcus varani	Streptococcus varani	Bacteria
1608584	periphery	Chryseobacterium sp. FF12	Chryseobacterium sp. FF12	Bacteria
1608910	periphery	Bacillus sp. HMSC76G11	Bacillus sp. HMSC76G11	Bacteria
1608994	periphery	Pseudomonas weihenstephanensis	Pseudomonas weihenstephanensis	Bacteria
1608996	periphery	Pseudomonas helleri	Pseudomonas helleri	Bacteria
1609095	periphery	Streptomyces sp. NRRLF4489	Streptomyces sp. NRRL F-4489	Bacteria
1609559	periphery	Pyrococcus kukulkanii	Pyrococcus kukulkanii	Archaea
1609758	periphery	Novosphingobium sp. P6W	Novosphingobium sp. P6W	Bacteria
1609966	core	Confluentimicrobium sp. EMB200NS6	Confluentimicrobium sp. EMB200-NS6	Bacteria
1609968	periphery	Methanobrevibacter sp. YE315	Methanobrevibacter sp. YE315	Archaea
1609977	periphery	Sphingomonas hengshuiensis	Sphingomonas hengshuiensis	Bacteria
1610489	periphery	Corynebacterium pollutisoli	Corynebacterium pollutisoli	Bacteria
1610491	periphery	Lampropedia cohaerens	Lampropedia cohaerens	Bacteria
1610493	core	Tessaracoccus flavus	Tessaracoccus flavus	Bacteria
1610576	periphery	Halomonas sp. R575	Halomonas sp. R57-5	Bacteria
1610703	periphery	Arthrobacter sp. SPG23	Arthrobacter sp. SPG23	Bacteria
1611254	periphery	Caenorhabditis nigoni	Caenorhabditis nigoni	Eukaryotes
1611323	core	Halofilum ochraceum	Halofilum ochraceum	Bacteria
1612149	periphery	Chryseobacterium limigenitum	Chryseobacterium limigenitum	Bacteria
1612202	core	Pelagirhabdus alkalitolerans	Pelagirhabdus alkalitolerans	Bacteria
1612308	periphery	Methylocapsa palsarum	Methylocapsa palsarum	Bacteria
1612551	periphery	Actinoalloteichus sp. GBA12924	Actinoalloteichus sp. GBA129-24	Bacteria
1612624	periphery	Pararhizobium polonicum	Pararhizobium polonicum	Bacteria
1615890	periphery	Bradyrhizobium sp. LTSP849	Bradyrhizobium sp. LTSP849	Bacteria
1615892	periphery	Gammaproteobacteria bacterium Gsub	Gammaproteobacteria bacterium Gsub	Bacteria
1615909	periphery	Geminocystis sp. NIES3708	Geminocystis sp. NIES-3708	Bacteria
1616788	periphery	Paenibacillus bovis	Paenibacillus bovis	Bacteria
1616823	periphery	Thalassospira sp. HJ	Thalassospira sp. HJ	Bacteria
1617410	periphery	Nitrospira sp. OLB3	Nitrospira sp. OLB3	Bacteria
1617411	core	Chlorobi bacterium OLB4	Chlorobi bacterium OLB4	Bacteria
1617414	periphery	Chloroflexi bacterium OLB13	Chloroflexi bacterium OLB13	Bacteria
1617415	core	Chloroflexi bacterium OLB14	Chloroflexi bacterium OLB14	Bacteria
1617416	periphery	Chloroflexi bacterium OLB15	Chloroflexi bacterium OLB15	Bacteria
1617419	periphery	Bacteroidetes bacterium OLB8	Bacteroidetes bacterium OLB8	Bacteria
1617420	periphery	Bacteroidetes bacterium OLB9	Bacteroidetes bacterium OLB9	Bacteria
1617421	periphery	Bacteroidetes bacterium OLB10	Bacteroidetes bacterium OLB10	Bacteria
1617422	periphery	Bacteroidetes bacterium OLB11	Bacteroidetes bacterium OLB11	Bacteria
1617423	core	Acidobacteria bacterium OLB17	Acidobacteria bacterium OLB17	Bacteria
1617424	periphery	Armatimonadetes bacterium OLB18	Armatimonadetes bacterium OLB18	Bacteria
1617425	periphery	Parcubacteria bacterium OLB19	Parcubacteria bacterium OLB19	Bacteria
1617426	core	candidate division WS6 bacterium OLB20	candidate division WS6 bacterium OLB20	Bacteria
1617427	periphery	candidate division WS6 bacterium OLB21	candidate division WS6 bacterium OLB21	Bacteria
1617428	periphery	Microgenomates bacterium OLB22	Microgenomates bacterium OLB22	Bacteria
1617429	periphery	Microgenomates bacterium OLB23	Microgenomates bacterium OLB23	Bacteria
1617433	core	Omnitrophica bacterium OLB16	Omnitrophica bacterium OLB16	Bacteria
1617448	periphery	Geminocystis sp. NIES3709	Geminocystis sp. NIES-3709	Bacteria
1618023	periphery	Aliterella atlantica	Aliterella atlantica CENA595	Bacteria
1618204	core	Puniceibacterium sp. IMCC21224	Puniceibacterium sp. IMCC21224	Bacteria
1618207	core	Psychromicrobium lacuslunae	Psychromicrobium lacuslunae	Bacteria
1618332	core	Berkelbacteria bacterium GW2011GWA13910	Berkelbacteria bacterium GW2011_GWA1_39_10	Bacteria
1618333	periphery	Berkelbacteria bacterium GW2011GWA2359	Berkelbacteria bacterium GW2011_GWA2_35_9	Bacteria
1618336	periphery	Berkelbacteria bacterium GW2011GWB1385	Berkelbacteria bacterium GW2011_GWB1_38_5	Bacteria
1618337	periphery	Berkelbacteria bacterium GW2011GWE13912	Berkelbacteria bacterium GW2011_GWE1_39_12	Bacteria
1618342	core	candidate division CPR1	candidate division CPR1 bacterium GW2011_GWC1_49_13	Bacteria
1618345	core	candidate division CPR2 bacterium GW2011GWC23910	candidate division CPR2 bacterium GW2011_GWC2_39_10	Bacteria
1618346	periphery	candidate division CPR2 bacterium GW2011GWC23935	candidate division CPR2 bacterium GW2011_GWC2_39_35	Bacteria
1618350	core	candidate division CPR3 bacterium GW2011GWF23518	candidate division CPR3 bacterium GW2011_GWF2_35_18	Bacteria
1618356	core	Amesbacteria bacterium GW2011GWA24212	Candidatus Amesbacteria bacterium GW2011_GWA2_42_12	Bacteria
1618358	periphery	Amesbacteria bacterium GW2011GWA24711b	Candidatus Amesbacteria bacterium GW2011_GWA2_47_11b	Bacteria
1618360	periphery	Amesbacteria bacterium GW2011GWB14719	Candidatus Amesbacteria bacterium GW2011_GWB1_47_19	Bacteria
1618364	periphery	Amesbacteria bacterium GW2011GWC14715	Candidatus Amesbacteria bacterium GW2011_GWC1_47_15	Bacteria
1618369	core	Beckwithbacteria bacterium GW2011GWA24310	Candidatus Beckwithbacteria bacterium GW2011_GWA2_43_10	Bacteria
1618372	periphery	Beckwithbacteria bacterium GW2011GWC14916	Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16	Bacteria
1618384	core	Collierbacteria bacterium GW2011GWB1446	Candidatus Collierbacteria bacterium GW2011_GWB1_44_6	Bacteria
1618386	periphery	Collierbacteria bacterium GW2011GWB24212	Candidatus Collierbacteria bacterium GW2011_GWB2_42_12	Bacteria
1618387	periphery	Collierbacteria bacterium GW2011GWB24422	Candidatus Collierbacteria bacterium GW2011_GWB2_44_22	Bacteria
1618388	periphery	Collierbacteria bacterium GW2011GWB24517	Candidatus Collierbacteria bacterium GW2011_GWB2_45_17	Bacteria
1618392	periphery	Collierbacteria bacterium GW2011GWC24418	Candidatus Collierbacteria bacterium GW2011_GWC2_44_18	Bacteria
1618404	periphery	Collierbacteria bacterium GW2011GWF24415	Candidatus Collierbacteria bacterium GW2011_GWF2_44_15	Bacteria
1618408	core	Curtissbacteria bacterium GW2011GWA1409	Candidatus Curtissbacteria bacterium GW2011_GWA1_40_9	Bacteria
1618419	core	Daviesbacteria bacterium GW2011GWA14161	Candidatus Daviesbacteria bacterium GW2011_GWA1_41_61	Bacteria
1618434	periphery	Gottesmanbacteria bacterium GW2011GWA13413	Candidatus Gottesmanbacteria bacterium GW2011_GWA1_34_13	Bacteria
1618436	periphery	Gottesmanbacteria bacterium GW2011GWA14311	Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11	Bacteria
1618443	periphery	Gottesmanbacteria bacterium GW2011GWA24314	Candidatus Gottesmanbacteria bacterium GW2011_GWA2_43_14	Bacteria
1618446	periphery	Gottesmanbacteria bacterium GW2011GWB14311	Candidatus Gottesmanbacteria bacterium GW2011_GWB1_43_11	Bacteria
1618452	core	Levybacteria bacterium GW2011GWA13716	Candidatus Levybacteria bacterium GW2011_GWA1_37_16	Bacteria
1618463	periphery	Levybacteria bacterium GW2011GWB1378	Candidatus Levybacteria bacterium GW2011_GWB1_37_8	Bacteria
1618464	periphery	Levybacteria bacterium GW2011GWB1397	Candidatus Levybacteria bacterium GW2011_GWB1_39_7	Bacteria
1618469	core	Pacebacteria bacterium GW2011GWA14610	Candidatus Pacebacteria bacterium GW2011_GWA1_46_10	Bacteria
1618477	core	Roizmanbacteria bacterium GW2011GWA23418	Candidatus Roizmanbacteria bacterium GW2011_GWA2_34_18	Bacteria
1618478	periphery	Roizmanbacteria bacterium GW2011GWA23519	Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19	Bacteria
1618480	periphery	Roizmanbacteria bacterium GW2011GWA23623	Candidatus Roizmanbacteria bacterium GW2011_GWA2_36_23	Bacteria
1618481	periphery	Roizmanbacteria bacterium GW2011GWA2377	Candidatus Roizmanbacteria bacterium GW2011_GWA2_37_7	Bacteria
1618483	periphery	Roizmanbacteria bacterium GW2011GWC13712	Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12	Bacteria
1618484	periphery	Roizmanbacteria bacterium GW2011GWC23423	Candidatus Roizmanbacteria bacterium GW2011_GWC2_34_23	Bacteria
1618490	core	Shapirobacteria bacterium GW2011GWE23830	Candidatus Shapirobacteria bacterium GW2011_GWE2_38_30	Bacteria
1618492	periphery	Shapirobacteria bacterium GW2011GWF23720	Candidatus Shapirobacteria bacterium GW2011_GWF2_37_20	Bacteria
1618505	core	Microgenomates group bacterium GW2011GWB1448	Microgenomates group bacterium GW2011_GWB1_44_8	Bacteria
1618510	periphery	Microgenomates group bacterium GW2011GWC13712b	Microgenomates group bacterium GW2011_GWC1_37_12b	Bacteria
1618520	periphery	Microgenomates group bacterium GW2011GWC14311	Microgenomates group bacterium GW2011_GWC1_43_11	Bacteria
1618526	periphery	Microgenomates group bacterium GW2011GWC14615	Microgenomates group bacterium GW2011_GWC1_46_15	Bacteria
1618529	periphery	Microgenomates group bacterium GW2011GWC14720	Microgenomates group bacterium GW2011_GWC1_47_20	Bacteria
1618539	periphery	Microgenomates group bacterium GW2011GWF24518	Microgenomates group bacterium GW2011_GWF2_45_18	Bacteria
1618540	periphery	Microgenomates group bacterium GW2011GWF24618	Microgenomates group bacterium GW2011_GWF2_46_18	Bacteria
1618541	periphery	Microgenomates group bacterium GW2011GWF2479	Microgenomates group bacterium GW2011_GWF2_47_9	Bacteria
1618542	core	Woesebacteria bacterium GW2011GWA13330	Candidatus Woesebacteria bacterium GW2011_GWA1_33_30	Bacteria
1618545	periphery	Woesebacteria bacterium GW2011GWA1377	Candidatus Woesebacteria bacterium GW2011_GWA1_37_7	Bacteria
1618550	periphery	Woesebacteria bacterium GW2011GWA13921	Candidatus Woesebacteria bacterium GW2011_GWA1_39_21	Bacteria
1618558	periphery	Woesebacteria bacterium GW2011GWA14423	Candidatus Woesebacteria bacterium GW2011_GWA1_44_23	Bacteria
1618563	periphery	Woesebacteria bacterium GW2011GWA2407b	Candidatus Woesebacteria bacterium GW2011_GWA2_40_7b	Bacteria
1618566	periphery	Woesebacteria bacterium GW2011GWB13322	Candidatus Woesebacteria bacterium GW2011_GWB1_33_22	Bacteria
1618570	periphery	Woesebacteria bacterium GW2011GWB1388	Candidatus Woesebacteria bacterium GW2011_GWB1_38_8	Bacteria
1618572	periphery	Woesebacteria bacterium GW2011GWB13910	Candidatus Woesebacteria bacterium GW2011_GWB1_39_10	Bacteria
1618573	periphery	Woesebacteria bacterium GW2011GWB13910b	Candidatus Woesebacteria bacterium GW2011_GWB1_39_10b	Bacteria
1618574	periphery	Woesebacteria bacterium GW2011GWB13912	Candidatus Woesebacteria bacterium GW2011_GWB1_39_12	Bacteria
1618578	periphery	Woesebacteria bacterium GW2011GWB14314	Candidatus Woesebacteria bacterium GW2011_GWB1_43_14	Bacteria
1618583	periphery	Woesebacteria bacterium GW2011GWC13813	Candidatus Woesebacteria bacterium GW2011_GWC1_38_13	Bacteria
1618589	periphery	Woesebacteria bacterium GW2011GWC2459	Candidatus Woesebacteria bacterium GW2011_GWC2_45_9	Bacteria
1618595	periphery	Woesebacteria bacterium GW2011GWD24019	Candidatus Woesebacteria bacterium GW2011_GWD2_40_19	Bacteria
1618600	periphery	Woesebacteria bacterium GW2011GWF13135	Candidatus Woesebacteria bacterium GW2011_GWF1_31_35	Bacteria
1618607	core	Adlerbacteria bacterium GW2011GWB1547	Candidatus Adlerbacteria bacterium GW2011_GWB1_54_7	Bacteria
1618633	core	Campbellbacteria bacterium GW2011OD13428	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	Bacteria
1618637	core	Falkowbacteria bacterium GW2011GWD23842	Candidatus Falkowbacteria bacterium GW2011_GWD2_38_42	Bacteria
1618643	periphery	Falkowbacteria bacterium GW2011GWF24332	Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32	Bacteria
1618646	core	Giovannonibacteria bacterium GW2011GWA14429	Candidatus Giovannonibacteria bacterium GW2011_GWA1_44_29	Bacteria
1618647	periphery	Giovannonibacteria bacterium GW2011GWA24413b	Candidatus Giovannonibacteria bacterium GW2011_GWA2_44_13b	Bacteria
1618659	periphery	Giovannonibacteria bacterium GW2011GWF24219	Candidatus Giovannonibacteria bacterium GW2011_GWF2_42_19	Bacteria
1618664	core	Jorgensenbacteria bacterium GW2011GWB1499	Candidatus Jorgensenbacteria bacterium GW2011_GWB1_49_9	Bacteria
1618665	periphery	Jorgensenbacteria bacterium GW2011GWB15010	Candidatus Jorgensenbacteria bacterium GW2011_GWB1_50_10	Bacteria
1618671	core	Kaiserbacteria bacterium GW2011GWA25212	Candidatus Kaiserbacteria bacterium GW2011_GWA2_52_12	Bacteria
1618696	core	Moranbacteria bacterium GW2011GWC14518	Candidatus Moranbacteria bacterium GW2011_GWC1_45_18	Bacteria
1618707	periphery	Moranbacteria bacterium GW2011GWE13517	Candidatus Moranbacteria bacterium GW2011_GWE1_35_17	Bacteria
1618709	periphery	Moranbacteria bacterium GW2011GWE13724	Candidatus Moranbacteria bacterium GW2011_GWE1_37_24	Bacteria
1618710	periphery	Moranbacteria bacterium GW2011GWE14915	Candidatus Moranbacteria bacterium GW2011_GWE1_49_15	Bacteria
1618713	periphery	Moranbacteria bacterium GW2011GWE23640	Candidatus Moranbacteria bacterium GW2011_GWE2_36_40	Bacteria
1618715	periphery	Moranbacteria bacterium GW2011GWF13410	Candidatus Moranbacteria bacterium GW2011_GWF1_34_10	Bacteria
1618723	periphery	Moranbacteria bacterium GW2011GWF236839	Candidatus Moranbacteria bacterium GW2011_GWF2_36_839	Bacteria
1618738	core	Nomurabacteria bacterium GW2011GWA24315	Candidatus Nomurabacteria bacterium GW2011_GWA2_43_15	Bacteria
1618747	periphery	Nomurabacteria bacterium GW2011GWB1437	Candidatus Nomurabacteria bacterium GW2011_GWB1_43_7	Bacteria
1618748	periphery	Nomurabacteria bacterium GW2011GWB14412	Candidatus Nomurabacteria bacterium GW2011_GWB1_44_12	Bacteria
1618754	periphery	Nomurabacteria bacterium GW2011GWC23941	Candidatus Nomurabacteria bacterium GW2011_GWC2_39_41	Bacteria
1618756	periphery	Nomurabacteria bacterium GW2011GWC24220	Candidatus Nomurabacteria bacterium GW2011_GWC2_42_20	Bacteria
1618758	periphery	Nomurabacteria bacterium GW2011GWD23614	Candidatus Nomurabacteria bacterium GW2011_GWD2_36_14	Bacteria
1618760	periphery	Nomurabacteria bacterium GW2011GWE13228	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28	Bacteria
1618773	periphery	Nomurabacteria bacterium GW2011GWF23566	Candidatus Nomurabacteria bacterium GW2011_GWF2_35_66	Bacteria
1618780	core	Parcubacteria group bacterium GW2011GWA23813b	Parcubacteria group bacterium GW2011_GWA2_38_13b	Bacteria
1618784	periphery	Parcubacteria group bacterium GW2011GWA14021	Parcubacteria group bacterium GW2011_GWA1_40_21	Bacteria
1618793	periphery	Parcubacteria group bacterium GW2011GWA1478	Parcubacteria group bacterium GW2011_GWA1_47_8	Bacteria
1618803	periphery	Parcubacteria group bacterium GW2011GWA15613	Parcubacteria group bacterium GW2011_GWA1_56_13	Bacteria
1618808	periphery	Parcubacteria group bacterium GW2011GWA23610	Parcubacteria group bacterium GW2011_GWA2_36_10	Bacteria
1618810	periphery	Parcubacteria group bacterium GW2011GWA23710	Parcubacteria group bacterium GW2011_GWA2_37_10	Bacteria
1618811	periphery	Parcubacteria group bacterium GW2011GWA23813	Parcubacteria group bacterium GW2011_GWA2_38_13	Bacteria
1618812	periphery	Parcubacteria group bacterium GW2011GWA23827	Parcubacteria group bacterium GW2011_GWA2_38_27	Bacteria
1618814	periphery	Parcubacteria group bacterium GW2011GWA24014	Parcubacteria group bacterium GW2011_GWA2_40_14	Bacteria
1618816	periphery	Parcubacteria group bacterium GW2011GWA24023	Parcubacteria group bacterium GW2011_GWA2_40_23	Bacteria
1618820	periphery	Parcubacteria group bacterium GW2011GWA24214	Parcubacteria group bacterium GW2011_GWA2_42_14	Bacteria
1618821	periphery	Parcubacteria group bacterium GW2011GWA24218	Parcubacteria group bacterium GW2011_GWA2_42_18	Bacteria
1618825	periphery	Parcubacteria group bacterium GW2011GWA24311	Parcubacteria group bacterium GW2011_GWA2_43_11	Bacteria
1618826	periphery	Parcubacteria group bacterium GW2011GWA24313	Parcubacteria group bacterium GW2011_GWA2_43_13	Bacteria
1618828	periphery	Parcubacteria group bacterium GW2011GWA2439b	Parcubacteria group bacterium GW2011_GWA2_43_9b	Bacteria
1618832	periphery	Parcubacteria group bacterium GW2011GWA24514	Parcubacteria group bacterium GW2011_GWA2_45_14	Bacteria
1618835	periphery	Parcubacteria group bacterium GW2011GWA24610	Parcubacteria group bacterium GW2011_GWA2_46_10	Bacteria
1618842	periphery	Parcubacteria group bacterium GW2011GWA24716	Parcubacteria group bacterium GW2011_GWA2_47_16	Bacteria
1618843	periphery	Parcubacteria group bacterium GW2011GWA24721	Parcubacteria group bacterium GW2011_GWA2_47_21	Bacteria
1618844	periphery	Parcubacteria group bacterium GW2011GWA24726	Parcubacteria group bacterium GW2011_GWA2_47_26	Bacteria
1618852	periphery	Parcubacteria group bacterium GW2011GWA2499	Parcubacteria group bacterium GW2011_GWA2_49_9	Bacteria
1618855	periphery	Parcubacteria group bacterium GW2011GWA25110	Parcubacteria group bacterium GW2011_GWA2_51_10	Bacteria
1618864	periphery	Parcubacteria group bacterium GW2011GWB1388	Parcubacteria group bacterium GW2011_GWB1_38_8	Bacteria
1618865	periphery	Parcubacteria group bacterium GW2011GWB14014	Parcubacteria group bacterium GW2011_GWB1_40_14	Bacteria
1618869	periphery	Parcubacteria group bacterium GW2011GWB1416	Parcubacteria group bacterium GW2011_GWB1_41_6	Bacteria
1618875	periphery	Parcubacteria group bacterium GW2011GWB1438b	Parcubacteria group bacterium GW2011_GWB1_43_8b	Bacteria
1618877	periphery	Parcubacteria group bacterium GW2011GWB14510	Parcubacteria group bacterium GW2011_GWB1_45_10	Bacteria
1618880	periphery	Parcubacteria group bacterium GW2011GWB1468	Parcubacteria group bacterium GW2011_GWB1_46_8	Bacteria
1618882	periphery	Parcubacteria group bacterium GW2011GWB14912	Parcubacteria group bacterium GW2011_GWB1_49_12	Bacteria
1618891	periphery	Parcubacteria group bacterium GW2011GWC13410	Parcubacteria group bacterium GW2011_GWC1_34_10	Bacteria
1618892	periphery	Parcubacteria group bacterium GW2011GWC13521	Parcubacteria group bacterium GW2011_GWC1_35_21	Bacteria
1618894	periphery	Parcubacteria group bacterium GW2011GWC136108	Parcubacteria group bacterium GW2011_GWC1_36_108	Bacteria
1618896	periphery	Parcubacteria group bacterium GW2011GWC13817	Parcubacteria group bacterium GW2011_GWC1_38_17	Bacteria
1618897	periphery	Parcubacteria group bacterium GW2011GWC13822	Parcubacteria group bacterium GW2011_GWC1_38_22	Bacteria
1618909	periphery	Parcubacteria group bacterium GW2011GWC14312	Parcubacteria group bacterium GW2011_GWC1_43_12	Bacteria
1618915	periphery	Parcubacteria group bacterium GW2011GWC14514	Parcubacteria group bacterium GW2011_GWC1_45_14	Bacteria
1618918	periphery	Parcubacteria group bacterium GW2011GWC23210	Parcubacteria group bacterium GW2011_GWC2_32_10	Bacteria
1618920	periphery	Parcubacteria group bacterium GW2011GWC2387	Parcubacteria group bacterium GW2011_GWC2_38_7	Bacteria
1618924	periphery	Parcubacteria group bacterium GW2011GWC24031	Parcubacteria group bacterium GW2011_GWC2_40_31	Bacteria
